474_00001	Dbxref=WP_001264681.1;product=bifunctional aspartate kinase/homoserine dehydrogenase I;
474_00002	Dbxref=WP_000241685.1;product=homoserine kinase;
474_00003	Dbxref=WP_082243137.1;product=threonine synthase, partial;
474_00004	Dbxref=WP_000906175.1;product=peroxide stress protein YaaA;
474_00005	Dbxref=WP_001113820.1;product=sodium:alanine symporter family protein;
474_00006	Dbxref=WP_000130175.1;product=transaldolase;
474_00007	Dbxref=WP_080215225.1;product=molybdopterin adenylyltransferase, partial;
474_00008	Dbxref=WP_097365805.1;product=acetate uptake transporter;
474_00009	Dbxref=WP_001103477.1;product=DUF3944 domain-containing protein;
474_00010	Dbxref=WP_001258094.1;product=DUF2541 domain-containing protein;
474_00011	Dbxref=WP_000516125.1;product=molecular chaperone DnaK;
474_00012	Dbxref=WP_080195641.1;product=molecular chaperone DnaJ, partial;
474_00013	Dbxref=WP_000534902.1;product=LysR family transcriptional regulator;
474_00014	Dbxref=WP_031617789.1;product=phage protein;
474_00015	Dbxref=WP_080111105.1;product=hypothetical protein;
474_00016	Dbxref=WP_000860682.1;product=transcriptional regulator;
474_00017	Dbxref=WP_000235798.1;product=chitinase;
474_00018	Dbxref=WP_000155792.1;product=chitinase;
474_00019	Dbxref=WP_000738617.1;product=hypothetical protein;
474_00020	Dbxref=WP_039590273.1;product=fimbrial protein;
474_00021	Dbxref=WP_000742554.1;product=fimbrial chaperone protein BcfB;
474_00022	Dbxref=WP_001245854.1;product=fimbrial biogenesis outer membrane usher protein;
474_00023	Dbxref=WP_000701247.1;product=fimbrial adhesin FimH;
474_00024	Dbxref=WP_001082039.1;product=fimbrial protein BcfE;
474_00025	Dbxref=WP_001243232.1;product=fimbrial protein BcfF;
474_00026	Dbxref=WP_001135039.1;product=fimbrial chaperone;
474_00027	Dbxref=WP_000291392.1;product=DsbA family protein;
474_00028	Dbxref=WP_000839833.1;product=hypothetical protein;
474_00029	Dbxref=WP_097093915.1;product=transcriptional regulator, partial;
474_00030	Dbxref=WP_001247395.1;product=LysR family transcriptional regulator;
474_00031	Dbxref=WP_023245259.1;product=transcriptional regulator;
474_00032	Dbxref=WP_001036514.1;product=arylsulfatase;
474_00033	Dbxref=WP_000262866.1;product=bifunctional metallophosphatase/5'-nucleotidase;
474_00034	Dbxref=WP_023259434.1;product=hypothetical protein, partial;
474_00035	Dbxref=WP_000831880.1;product=DUF229 domain-containing protein;
474_00036	Dbxref=WP_000971148.1;product=anaerobic sulfatase maturase;
474_00037	Dbxref=WP_001055835.1;product=hypothetical protein;
474_00038	Dbxref=WP_080069485.1;product=arylsulfatase;
474_00039	Dbxref=WP_000681340.1;product=Na+/H+ antiporter NhaA;
474_00040	Dbxref=WP_076933722.1;product=transcriptional activator NhaR;
474_00041	Dbxref=WP_050957008.1;product=glycoside hydrolase family 31 protein, partial;
